school_code,school_name,sido,sigungu,education_office,school_type,postcode,address,student_count,teacher_count,counselor_count,students_per_counselor,wee_class_raw,wee_class,avg_teacher_counseling_count_3yr,avg_external_counseling_count_3yr,avg_total_counseling_count_3yr,counseling_years_available,counseling_count_per_student,norm_avg_total_counseling_count_3yr,norm_counseling_count_per_student,counseling_use_score,counseling_use_components_available
480041608,대성일고등학교,경남,거창군,경남,일반고,50130,경상남도 거창군 거창읍 거열로7길 57(거창읍),319,36,1,319.0,Y,1,445.0,23.666666666666668,468.6666666666667,3,1.4691745036572623,0.5110868774990912,0.45248340226706557,0.48178513988307836,2
480041612,거창고등학교,경남,거창군,경남,일반고,50128,경상남도 거창군 거창읍 죽전4길 36. 거창고등학교 (거창읍),277,28,0,,N,0,0.0,1.0,1.0,3,0.0036101083032490976,0.0010905125408942203,0.0011118584508105584,0.0011011854958523893,2
480041110,거창여자고등학교,경남,거창군,경남,일반고,50128,경상남도 거창군 거창읍 죽전1길 72(거창읍.거창여자고등학교),297,36,1,297.0,Y,1,135.33333333333334,3.6666666666666665,139.0,3,0.468013468013468,0.1515812431842966,0.144141030072589,0.1478611366284428,2
480041150,고성중앙고등학교,경남,고성군,경남,일반고,52935,경상남도 고성군 고성읍 남포로 45고성중앙고등학교,384,47,0,,Y,1,266.6666666666667,10.0,276.6666666666667,3,0.7204861111111112,0.30170846964740095,0.22189876425855515,0.26180361695297805,2
480041900,철성고등학교,경남,고성군,경남,일반고,52931,경상남도 고성군 고성읍 대가로 12. 철성고등학교 (고성읍),276,28,0,,Y,1,103.33333333333333,1.3333333333333333,104.66666666666667,3,0.37922705314009664,0.11414031261359506,0.11679616465531492,0.11546823863445499,2
480041633,고성고등학교,경남,고성군,경남,일반고,52914,경상남도 고성군 회화면 배둔서길 42-5(회화면),341,40,1,341.0,Y,1,258.0,4.0,262.0,3,0.7683284457478006,0.2857142857142857,0.23663347568658494,0.26117388070043535,2
480041958,김해수남고등학교,경남,김해시,경남,일반고,51017,경상남도 김해시 율하로 381(율하동. 김해수남고등학교),1070,83,1,1070.0,Y,1,421.3333333333333,8.666666666666666,430.0,3,0.40186915887850466,0.46892039258451473,0.1237695888561174,0.29634499072031606,2
480041645,김해중앙여자고등학교,경남,김해시,경남,일반고,50922,경상남도 김해시 분성로376번길 21-22. 김해중앙여자고등학교 (동상동),309,28,0,,Y,1,346.3333333333333,24.666666666666668,371.0,3,1.2006472491909386,0.40458015267175573,0.36978109195614456,0.3871806223139501,2
480041934,김해영운고등학교,경남,김해시,경남,일반고,50811,경상남도 김해시 인제로284번길 33. 김해영운고등학교 (삼방동),601,52,0,,Y,1,217.0,4.666666666666667,221.66666666666666,3,0.3688297282307266,0.24173027989821882,0.1135939467174481,0.17766211330783346,2
480041175,김해가야고등학교,경남,김해시,경남,일반고,50953,경상남도 김해시 경원로 98(내동. 김해가야고등학교),679,58,0,,Y,1,599.0,39.333333333333336,638.3333333333334,3,0.9401080019636722,0.6961105052708106,0.2895389663842488,0.4928247358275297,2
