school_code_api,school_name,sido_code,sgg_code,sigungu,pban_year,data_year,teacher_counseling_count,external_counseling_count,total_counseling_count
S160000634,창녕옥야고등학교,48,48740,창녕군,2026,2025,173,0,173.0
S160000677,창녕고등학교,48,48740,창녕군,2026,2025,124,15,139.0
S160000681,창녕대성고등학교,48,48740,창녕군,2026,2025,239,12,251.0
S160000682,창녕여자고등학교,48,48740,창녕군,2026,2025,282,10,292.0
S160000495,고성고등학교,48,48820,고성군,2026,2025,202,5,207.0
S160000500,고성중앙고등학교,48,48820,고성군,2026,2025,278,15,293.0
S160000703,철성고등학교,48,48820,고성군,2026,2025,62,2,64.0
S160000521,남해고등학교,48,48840,남해군,2026,2025,479,2,481.0
S160000526,남해제일고등학교,48,48840,남해군,2026,2025,428,0,428.0
S160000528,남해해성고등학교,48,48840,남해군,2026,2025,277,6,283.0
S160000685,창선고등학교,48,48840,남해군,2026,2025,438,11,449.0
S160000506,금남고등학교,48,48850,하동군,2026,2025,198,5,203.0
S160000636,옥종고등학교,48,48850,하동군,2026,2025,0,8,8.0
S160000650,진교고등학교,48,48850,하동군,2026,2025,119,2,121.0
S160000718,하동고등학교,48,48850,하동군,2026,2025,260,17,277.0
S160000719,하동여자고등학교,48,48850,하동군,2026,2025,239,6,245.0
S160000529,단성고등학교,48,48860,산청군,2026,2025,303,2,305.0
S160000539,덕산고등학교,48,48860,산청군,2026,2025,0,38,38.0
S160000611,신등고등학교,48,48860,산청군,2026,2025,0,0,0.0
S160003972,산청고등학교,48,48860,산청군,2026,2025,161,8,169.0
S160000600,서상고등학교,48,48870,함양군,2026,2025,0,0,0.0
S160000615,안의고등학교,48,48870,함양군,2026,2025,202,13,215.0
S160000731,함양고등학교,48,48870,함양군,2026,2025,256,2,258.0
S160000472,거창고등학교,48,48880,거창군,2026,2025,0,3,3.0
S160000473,거창대성고등학교,48,48880,거창군,2026,2025,248,14,262.0
S160000475,대성일고등학교,48,48880,거창군,2026,2025,305,21,326.0
S160000476,아림고등학교,48,48880,거창군,2026,2025,323,6,329.0
S160000478,거창여자고등학교,48,48880,거창군,2026,2025,197,3,200.0
S160000480,거창중앙고등학교,48,48880,거창군,2026,2025,323,7,330.0
S160000587,삼가고등학교,48,48890,합천군,2026,2025,221,23,244.0
S160000617,야로고등학교,48,48890,합천군,2026,2025,187,13,200.0
S160000736,합천고등학교,48,48890,합천군,2026,2025,464,0,464.0
S160000737,합천여자고등학교,48,48890,합천군,2026,2025,193,10,203.0
