check_reason,school_code,school_name,sido,sigungu,student_count,demand_size_score,avg_total_counseling_count_3yr,counseling_count_per_student,norm_avg_total_counseling_count_3yr,norm_counseling_count_per_student,counseling_use_score,counseling_use_score_components_available,counseling_use_score_missing_components
이상 없음 — 전 146개교 정상 산출,,,,,,,,,,,,,
